;mode: matches	thresholds:	cor=-1.000000	ncor=-1.000000	w=0	ncor1=-1.000000	ncor2=-1.000000
#id1	id2	name1	name2	cor	Ncor	Ncor1	Ncor2	w1	w2	w	W	Wr	wr1	wr2	strand	offset	uncounted
Unkown_motifs_m16	Unkown_motifs_m2	Unkown_motifs_m16	Unkown_motifs_m2	0.272729	0.198349	0.198349	0.272729	11	8	8	11	0.727273	0.727273	1.000000	D	3	35
Unkown_motifs_m16	Unkown_motifs_m3	Unkown_motifs_m16	Unkown_motifs_m3	0.284241	0.206720	0.206720	0.284241	11	8	8	11	0.727273	0.727273	1.000000	D	3	35
Unkown_motifs_m16	Unkown_motifs_m4	Unkown_motifs_m16	Unkown_motifs_m4	0.664409	0.429912	0.664409	0.429912	11	17	11	17	0.647059	1.000000	0.647059	D	-2	53
Unkown_motifs_m16	Unkown_motifs_m5	Unkown_motifs_m16	Unkown_motifs_m5	0.840590	0.770541	0.840590	0.770541	11	12	11	12	0.916667	1.000000	0.916667	D	-1	43
Unkown_motifs_m16	Unkown_motifs_m6	Unkown_motifs_m16	Unkown_motifs_m6	0.175760	0.131820	0.143803	0.158184	11	10	9	12	0.750000	0.818182	0.900000	R	2	39
Unkown_motifs_m16	Unkown_motifs_m7	Unkown_motifs_m16	Unkown_motifs_m7	0.694862	0.130287	0.189508	0.260573	11	8	3	16	0.187500	0.272727	0.375000	D	8	35
Unkown_motifs_m16	Unkown_motifs_m8	Unkown_motifs_m16	Unkown_motifs_m8	0.359272	0.228628	0.228628	0.359272	11	7	7	11	0.636364	0.636364	1.000000	D	2	33
Unkown_motifs_m16	Unkown_motifs_m9	Unkown_motifs_m16	Unkown_motifs_m9	0.689158	0.129217	0.187952	0.258434	11	8	3	16	0.187500	0.272727	0.375000	D	8	35
Unkown_motifs_m16	Unkown_motifs_m10	Unkown_motifs_m16	Unkown_motifs_m10	0.621411	0.146214	0.225968	0.248564	11	10	4	17	0.235294	0.363636	0.400000	D	7	39
Unkown_motifs_m16	Unkown_motifs_m11	Unkown_motifs_m16	Unkown_motifs_m11	0.779466	0.779466	0.779466	0.779466	11	11	11	11	1.000000	1.000000	1.000000	D	0	41
Unkown_motifs_m16	Unkown_motifs_m12	Unkown_motifs_m16	Unkown_motifs_m12	0.821363	0.746693	0.746693	0.821363	11	10	10	11	0.909091	0.909091	1.000000	D	1	39
Unkown_motifs_m16	Unkown_motifs_m13	Unkown_motifs_m16	Unkown_motifs_m13	0.648568	0.475617	0.648568	0.475617	11	15	11	15	0.733333	1.000000	0.733333	D	-1	49
Unkown_motifs_m16	Unkown_motifs_m14	Unkown_motifs_m16	Unkown_motifs_m14	0.847364	0.770331	0.770331	0.847364	11	10	10	11	0.909091	0.909091	1.000000	D	1	39
Unkown_motifs_m16	Unkown_motifs_m15	Unkown_motifs_m16	Unkown_motifs_m15	0.862391	0.783992	0.783992	0.862391	11	10	10	11	0.909091	0.909091	1.000000	D	1	39
Unkown_motifs_m16	Unkown_motifs_m16	Unkown_motifs_m16	Unkown_motifs_m16	1.000000	1.000000	1.000000	1.000000	11	11	11	11	1.000000	1.000000	1.000000	D	0	41
Unkown_motifs_m16	Unkown_motifs_m17	Unkown_motifs_m16	Unkown_motifs_m17	0.269888	0.145324	0.171747	0.209913	11	9	7	13	0.538462	0.636364	0.777778	D	4	37
Unkown_motifs_m16	Unkown_motifs_m18	Unkown_motifs_m16	Unkown_motifs_m18	0.222648	0.161926	0.161926	0.222648	11	8	8	11	0.727273	0.727273	1.000000	D	3	35
Unkown_motifs_m16	Unkown_motifs_m19	Unkown_motifs_m16	Unkown_motifs_m19	0.834308	0.764783	0.834308	0.764783	11	12	11	12	0.916667	1.000000	0.916667	D	-1	43
Unkown_motifs_m16	Unkown_motifs_m20	Unkown_motifs_m16	Unkown_motifs_m20	0.236968	0.164055	0.193883	0.193883	11	11	9	13	0.692308	0.818182	0.818182	R	2	41
Unkown_motifs_m16	Unkown_motifs_m21	Unkown_motifs_m16	Unkown_motifs_m21	0.315932	0.165488	0.315932	0.165488	11	21	11	21	0.523810	1.000000	0.523810	R	-7	61
Unkown_motifs_m16	Unkown_motifs_m22	Unkown_motifs_m16	Unkown_motifs_m22	0.323495	0.169450	0.323495	0.169450	11	21	11	21	0.523810	1.000000	0.523810	R	-7	61
Unkown_motifs_m16	Unkown_motifs_m23	Unkown_motifs_m16	Unkown_motifs_m23	0.325315	0.255605	0.325315	0.255605	11	14	11	14	0.785714	1.000000	0.785714	R	0	47
Unkown_motifs_m16	Unkown_motifs_m24	Unkown_motifs_m16	Unkown_motifs_m24	0.312790	0.229379	0.312790	0.229379	11	15	11	15	0.733333	1.000000	0.733333	R	-4	49
Unkown_motifs_m16	Unkown_motifs_m25	Unkown_motifs_m16	Unkown_motifs_m25	0.312155	0.214607	0.312155	0.214607	11	16	11	16	0.687500	1.000000	0.687500	R	-5	51
Unkown_motifs_m16	Unkown_motifs_m26	Unkown_motifs_m16	Unkown_motifs_m26	0.328230	0.240702	0.328230	0.240702	11	15	11	15	0.733333	1.000000	0.733333	R	-2	49
Unkown_motifs_m16	Unkown_motifs_m27	Unkown_motifs_m16	Unkown_motifs_m27	0.321079	0.235458	0.321079	0.235458	11	15	11	15	0.733333	1.000000	0.733333	R	-2	49
Unkown_motifs_m16	Unkown_motifs_m28	Unkown_motifs_m16	Unkown_motifs_m28	0.328393	0.225770	0.328393	0.225770	11	16	11	16	0.687500	1.000000	0.687500	R	-3	51
Unkown_motifs_m16	Unkown_motifs_m29	Unkown_motifs_m16	Unkown_motifs_m29	0.286353	0.157494	0.286353	0.157494	11	20	11	20	0.550000	1.000000	0.550000	D	-9	59
Unkown_motifs_m16	Unkown_motifs_m30	Unkown_motifs_m16	Unkown_motifs_m30	0.257408	0.171605	0.234007	0.183863	11	14	10	15	0.666667	0.909091	0.714286	D	1	47
Unkown_motifs_m16	Unkown_motifs_m31	Unkown_motifs_m16	Unkown_motifs_m31	0.290718	0.145359	0.290718	0.145359	11	22	11	22	0.500000	1.000000	0.500000	D	0	63
Unkown_motifs_m16	Unkown_motifs_m32	Unkown_motifs_m16	Unkown_motifs_m32	0.326591	0.171071	0.326591	0.171071	11	21	11	21	0.523810	1.000000	0.523810	D	-7	61
Unkown_motifs_m16	Unkown_motifs_m33	Unkown_motifs_m16	Unkown_motifs_m33	0.318654	0.233680	0.318654	0.233680	11	15	11	15	0.733333	1.000000	0.733333	R	-3	49
Unkown_motifs_m17	Unkown_motifs_m1	Unkown_motifs_m17	Unkown_motifs_m1	0.160578	0.144520	0.160578	0.144520	9	10	9	10	0.900000	1.000000	0.900000	R	0	35
Unkown_motifs_m17	Unkown_motifs_m2	Unkown_motifs_m17	Unkown_motifs_m2	0.926583	0.648608	0.720676	0.810760	9	8	7	10	0.700000	0.777778	0.875000	R	-1	31
Unkown_motifs_m17	Unkown_motifs_m3	Unkown_motifs_m17	Unkown_motifs_m3	0.909523	0.636666	0.707407	0.795833	9	8	7	10	0.700000	0.777778	0.875000	R	-1	31
Unkown_motifs_m17	Unkown_motifs_m4	Unkown_motifs_m17	Unkown_motifs_m4	0.356199	0.188576	0.356199	0.188576	9	17	9	17	0.529412	1.000000	0.529412	D	-7	49
Unkown_motifs_m17	Unkown_motifs_m5	Unkown_motifs_m17	Unkown_motifs_m5	0.252921	0.189691	0.252921	0.189691	9	12	9	12	0.750000	1.000000	0.750000	R	0	39
Unkown_motifs_m17	Unkown_motifs_m6	Unkown_motifs_m17	Unkown_motifs_m6	0.921092	0.669885	0.818748	0.736874	9	10	8	11	0.727273	0.888889	0.800000	R	-2	35
Unkown_motifs_m17	Unkown_motifs_m7	Unkown_motifs_m17	Unkown_motifs_m7	0.973495	0.681447	0.757163	0.851808	9	8	7	10	0.700000	0.777778	0.875000	D	-1	31
Unkown_motifs_m17	Unkown_motifs_m8	Unkown_motifs_m17	Unkown_motifs_m8	0.681666	0.530184	0.530184	0.681666	9	7	7	9	0.777778	0.777778	1.000000	R	1	29
Unkown_motifs_m17	Unkown_motifs_m9	Unkown_motifs_m17	Unkown_motifs_m9	0.973690	0.681583	0.757314	0.851978	9	8	7	10	0.700000	0.777778	0.875000	D	-1	31
Unkown_motifs_m17	Unkown_motifs_m10	Unkown_motifs_m17	Unkown_motifs_m10	0.948530	0.689840	0.843137	0.758824	9	10	8	11	0.727273	0.888889	0.800000	R	-2	35
Unkown_motifs_m17	Unkown_motifs_m11	Unkown_motifs_m17	Unkown_motifs_m11	0.247619	0.202597	0.247619	0.202597	9	11	9	11	0.818182	1.000000	0.818182	R	0	37
Unkown_motifs_m17	Unkown_motifs_m12	Unkown_motifs_m17	Unkown_motifs_m12	0.218551	0.196696	0.218551	0.196696	9	10	9	10	0.900000	1.000000	0.900000	R	0	35
Unkown_motifs_m17	Unkown_motifs_m13	Unkown_motifs_m17	Unkown_motifs_m13	0.383774	0.230264	0.383774	0.230264	9	15	9	15	0.600000	1.000000	0.600000	D	-6	45
Unkown_motifs_m17	Unkown_motifs_m14	Unkown_motifs_m17	Unkown_motifs_m14	0.223328	0.200995	0.223328	0.200995	9	10	9	10	0.900000	1.000000	0.900000	R	0	35
Unkown_motifs_m17	Unkown_motifs_m15	Unkown_motifs_m17	Unkown_motifs_m15	0.191779	0.172601	0.191779	0.172601	9	10	9	10	0.900000	1.000000	0.900000	R	0	35
Unkown_motifs_m17	Unkown_motifs_m16	Unkown_motifs_m17	Unkown_motifs_m16	0.269888	0.145324	0.209913	0.171747	9	11	7	13	0.538462	0.777778	0.636364	D	-4	37
Unkown_motifs_m17	Unkown_motifs_m17	Unkown_motifs_m17	Unkown_motifs_m17	1.000000	1.000000	1.000000	1.000000	9	9	9	9	1.000000	1.000000	1.000000	D	0	33
Unkown_motifs_m17	Unkown_motifs_m18	Unkown_motifs_m17	Unkown_motifs_m18	0.952032	0.666422	0.740469	0.833028	9	8	7	10	0.700000	0.777778	0.875000	D	-1	31
Unkown_motifs_m17	Unkown_motifs_m19	Unkown_motifs_m17	Unkown_motifs_m19	0.297249	0.222937	0.297249	0.222937	9	12	9	12	0.750000	1.000000	0.750000	R	0	39
Unkown_motifs_m17	Unkown_motifs_m20	Unkown_motifs_m17	Unkown_motifs_m20	0.820522	0.671336	0.820522	0.671336	9	11	9	11	0.818182	1.000000	0.818182	R	-2	37
Unkown_motifs_m17	Unkown_motifs_m21	Unkown_motifs_m17	Unkown_motifs_m21	0.344010	0.104699	0.267563	0.114670	9	21	7	23	0.304348	0.777778	0.333333	R	-14	57
Unkown_motifs_m17	Unkown_motifs_m22	Unkown_motifs_m17	Unkown_motifs_m22	0.317661	0.096679	0.247070	0.105887	9	21	7	23	0.304348	0.777778	0.333333	R	-14	57
Unkown_motifs_m17	Unkown_motifs_m23	Unkown_motifs_m17	Unkown_motifs_m23	0.321990	0.140870	0.250436	0.160995	9	14	7	16	0.437500	0.777778	0.500000	R	-7	43
Unkown_motifs_m17	Unkown_motifs_m24	Unkown_motifs_m17	Unkown_motifs_m24	0.195776	0.080614	0.152270	0.091362	9	15	7	17	0.411765	0.777778	0.466667	D	2	45
Unkown_motifs_m17	Unkown_motifs_m25	Unkown_motifs_m17	Unkown_motifs_m25	0.196485	0.076411	0.152821	0.085962	9	16	7	18	0.388889	0.777778	0.437500	D	2	47
Unkown_motifs_m17	Unkown_motifs_m26	Unkown_motifs_m17	Unkown_motifs_m26	0.186159	0.111696	0.186159	0.111696	9	15	9	15	0.600000	1.000000	0.600000	D	0	45
Unkown_motifs_m17	Unkown_motifs_m27	Unkown_motifs_m17	Unkown_motifs_m27	0.198808	0.119285	0.198808	0.119285	9	15	9	15	0.600000	1.000000	0.600000	D	0	45
Unkown_motifs_m17	Unkown_motifs_m28	Unkown_motifs_m17	Unkown_motifs_m28	0.190058	0.106908	0.190058	0.106908	9	16	9	16	0.562500	1.000000	0.562500	D	0	47
Unkown_motifs_m17	Unkown_motifs_m29	Unkown_motifs_m17	Unkown_motifs_m29	0.280240	0.126108	0.280240	0.126108	9	20	9	20	0.450000	1.000000	0.450000	R	-10	55
Unkown_motifs_m17	Unkown_motifs_m30	Unkown_motifs_m17	Unkown_motifs_m30	0.223457	0.143651	0.223457	0.143651	9	14	9	14	0.642857	1.000000	0.642857	R	-5	43
Unkown_motifs_m17	Unkown_motifs_m31	Unkown_motifs_m17	Unkown_motifs_m31	0.276495	0.113111	0.276495	0.113111	9	22	9	22	0.409091	1.000000	0.409091	R	-11	59
Unkown_motifs_m17	Unkown_motifs_m32	Unkown_motifs_m17	Unkown_motifs_m32	0.326424	0.099347	0.253886	0.108808	9	21	7	23	0.304348	0.777778	0.333333	D	-14	57
Unkown_motifs_m17	Unkown_motifs_m33	Unkown_motifs_m17	Unkown_motifs_m33	0.288971	0.076045	0.160540	0.096324	9	15	5	19	0.263158	0.555556	0.333333	R	-10	45
Unkown_motifs_m18	Unkown_motifs_m1	Unkown_motifs_m18	Unkown_motifs_m1	0.319281	0.203179	0.279371	0.223497	8	10	7	11	0.636364	0.875000	0.700000	R	1	33
Unkown_motifs_m18	Unkown_motifs_m2	Unkown_motifs_m18	Unkown_motifs_m2	0.966288	0.966288	0.966288	0.966288	8	8	8	8	1.000000	1.000000	1.000000	R	0	29
Unkown_motifs_m18	Unkown_motifs_m3	Unkown_motifs_m18	Unkown_motifs_m3	0.959055	0.959055	0.959055	0.959055	8	8	8	8	1.000000	1.000000	1.000000	D	0	29
Unkown_motifs_m18	Unkown_motifs_m4	Unkown_motifs_m18	Unkown_motifs_m4	0.417636	0.196535	0.417636	0.196535	8	17	8	17	0.470588	1.000000	0.470588	R	-3	47
Unkown_motifs_m18	Unkown_motifs_m5	Unkown_motifs_m18	Unkown_motifs_m5	0.422054	0.227260	0.369297	0.246198	8	12	7	13	0.538462	0.875000	0.583333	R	1	37
Unkown_motifs_m18	Unkown_motifs_m6	Unkown_motifs_m18	Unkown_motifs_m6	0.941056	0.752844	0.941056	0.752844	8	10	8	10	0.800000	1.000000	0.800000	R	-1	33
Unkown_motifs_m18	Unkown_motifs_m7	Unkown_motifs_m18	Unkown_motifs_m7	0.927434	0.927434	0.927434	0.927434	8	8	8	8	1.000000	1.000000	1.000000	R	0	29
Unkown_motifs_m18	Unkown_motifs_m8	Unkown_motifs_m18	Unkown_motifs_m8	0.792061	0.528041	0.594046	0.678910	8	7	6	9	0.666667	0.750000	0.857143	D	-1	27
Unkown_motifs_m18	Unkown_motifs_m9	Unkown_motifs_m18	Unkown_motifs_m9	0.916798	0.916798	0.916798	0.916798	8	8	8	8	1.000000	1.000000	1.000000	R	0	29
Unkown_motifs_m18	Unkown_motifs_m10	Unkown_motifs_m18	Unkown_motifs_m10	0.919799	0.735840	0.919799	0.735840	8	10	8	10	0.800000	1.000000	0.800000	R	-1	33
Unkown_motifs_m18	Unkown_motifs_m11	Unkown_motifs_m18	Unkown_motifs_m11	0.391818	0.228561	0.342841	0.249339	8	11	7	12	0.583333	0.875000	0.636364	R	1	35
Unkown_motifs_m18	Unkown_motifs_m12	Unkown_motifs_m18	Unkown_motifs_m12	0.381467	0.242752	0.333784	0.267027	8	10	7	11	0.636364	0.875000	0.700000	R	1	33
Unkown_motifs_m18	Unkown_motifs_m13	Unkown_motifs_m18	Unkown_motifs_m13	0.382484	0.203992	0.382484	0.203992	8	15	8	15	0.533333	1.000000	0.533333	R	-2	43
Unkown_motifs_m18	Unkown_motifs_m14	Unkown_motifs_m18	Unkown_motifs_m14	0.390143	0.248273	0.341375	0.273100	8	10	7	11	0.636364	0.875000	0.700000	R	1	33
Unkown_motifs_m18	Unkown_motifs_m15	Unkown_motifs_m18	Unkown_motifs_m15	0.369230	0.234965	0.323076	0.258461	8	10	7	11	0.636364	0.875000	0.700000	R	1	33
Unkown_motifs_m18	Unkown_motifs_m16	Unkown_motifs_m18	Unkown_motifs_m16	0.222648	0.161926	0.222648	0.161926	8	11	8	11	0.727273	1.000000	0.727273	D	-3	35
Unkown_motifs_m18	Unkown_motifs_m17	Unkown_motifs_m18	Unkown_motifs_m17	0.952032	0.666422	0.833028	0.740469	8	9	7	10	0.700000	0.875000	0.777778	D	1	31
Unkown_motifs_m18	Unkown_motifs_m18	Unkown_motifs_m18	Unkown_motifs_m18	1.000000	1.000000	1.000000	1.000000	8	8	8	8	1.000000	1.000000	1.000000	D	0	29
Unkown_motifs_m18	Unkown_motifs_m19	Unkown_motifs_m18	Unkown_motifs_m19	0.444611	0.239406	0.389034	0.259356	8	12	7	13	0.538462	0.875000	0.583333	R	1	37
Unkown_motifs_m18	Unkown_motifs_m20	Unkown_motifs_m18	Unkown_motifs_m20	0.887812	0.645681	0.887812	0.645681	8	11	8	11	0.727273	1.000000	0.727273	R	-1	35
Unkown_motifs_m18	Unkown_motifs_m21	Unkown_motifs_m18	Unkown_motifs_m21	0.255814	0.097453	0.255814	0.097453	8	21	8	21	0.380952	1.000000	0.380952	D	0	55
Unkown_motifs_m18	Unkown_motifs_m22	Unkown_motifs_m18	Unkown_motifs_m22	0.235658	0.089774	0.235658	0.089774	8	21	8	21	0.380952	1.000000	0.380952	D	0	55
Unkown_motifs_m18	Unkown_motifs_m23	Unkown_motifs_m18	Unkown_motifs_m23	0.245013	0.140007	0.245013	0.140007	8	14	8	14	0.571429	1.000000	0.571429	D	0	41
Unkown_motifs_m18	Unkown_motifs_m24	Unkown_motifs_m18	Unkown_motifs_m24	0.915843	0.087223	0.228961	0.122112	8	15	2	21	0.095238	0.250000	0.133333	R	-13	43
Unkown_motifs_m18	Unkown_motifs_m25	Unkown_motifs_m18	Unkown_motifs_m25	0.912258	0.082933	0.228064	0.114032	8	16	2	22	0.090909	0.250000	0.125000	R	-14	45
Unkown_motifs_m18	Unkown_motifs_m26	Unkown_motifs_m18	Unkown_motifs_m26	0.532475	0.112100	0.266237	0.141993	8	15	4	19	0.210526	0.500000	0.266667	R	-11	43
Unkown_motifs_m18	Unkown_motifs_m27	Unkown_motifs_m18	Unkown_motifs_m27	0.540048	0.113694	0.270024	0.144013	8	15	4	19	0.210526	0.500000	0.266667	R	-11	43
Unkown_motifs_m18	Unkown_motifs_m28	Unkown_motifs_m18	Unkown_motifs_m28	0.540328	0.108066	0.270164	0.135082	8	16	4	20	0.200000	0.500000	0.250000	R	-12	45
Unkown_motifs_m18	Unkown_motifs_m29	Unkown_motifs_m18	Unkown_motifs_m29	0.355022	0.142009	0.355022	0.142009	8	20	8	20	0.400000	1.000000	0.400000	D	-3	53
Unkown_motifs_m18	Unkown_motifs_m30	Unkown_motifs_m18	Unkown_motifs_m30	0.288339	0.164765	0.288339	0.164765	8	14	8	14	0.571429	1.000000	0.571429	D	-3	41
Unkown_motifs_m18	Unkown_motifs_m31	Unkown_motifs_m18	Unkown_motifs_m31	0.350828	0.127574	0.350828	0.127574	8	22	8	22	0.363636	1.000000	0.363636	D	-4	57
Unkown_motifs_m18	Unkown_motifs_m32	Unkown_motifs_m18	Unkown_motifs_m32	0.241045	0.091826	0.241045	0.091826	8	21	8	21	0.380952	1.000000	0.380952	R	0	55
Unkown_motifs_m18	Unkown_motifs_m33	Unkown_motifs_m18	Unkown_motifs_m33	0.177681	0.062711	0.133261	0.071072	8	15	6	17	0.352941	0.750000	0.400000	D	2	43
Unkown_motifs_m19	Unkown_motifs_m1	Unkown_motifs_m19	Unkown_motifs_m1	0.894046	0.745038	0.745038	0.894046	12	10	10	12	0.833333	0.833333	1.000000	D	2	41
Unkown_motifs_m19	Unkown_motifs_m2	Unkown_motifs_m19	Unkown_motifs_m2	0.477406	0.257065	0.278487	0.417730	12	8	7	13	0.538462	0.583333	0.875000	D	5	37
Unkown_motifs_m19	Unkown_motifs_m3	Unkown_motifs_m19	Unkown_motifs_m3	0.463536	0.249596	0.270396	0.405594	12	8	7	13	0.538462	0.583333	0.875000	D	5	37
Unkown_motifs_m19	Unkown_motifs_m4	Unkown_motifs_m19	Unkown_motifs_m4	0.776995	0.548467	0.776995	0.548467	12	17	12	17	0.705882	1.000000	0.705882	D	-1	55
Unkown_motifs_m19	Unkown_motifs_m5	Unkown_motifs_m19	Unkown_motifs_m5	0.986971	0.986971	0.986971	0.986971	12	12	12	12	1.000000	1.000000	1.000000	D	0	45
Unkown_motifs_m19	Unkown_motifs_m6	Unkown_motifs_m19	Unkown_motifs_m6	0.405042	0.231452	0.270028	0.324033	12	10	8	14	0.571429	0.666667	0.800000	R	4	41
Unkown_motifs_m19	Unkown_motifs_m7	Unkown_motifs_m19	Unkown_motifs_m7	0.439958	0.236901	0.256642	0.384964	12	8	7	13	0.538462	0.583333	0.875000	D	5	37
Unkown_motifs_m19	Unkown_motifs_m8	Unkown_motifs_m19	Unkown_motifs_m8	0.366607	0.213854	0.213854	0.366607	12	7	7	12	0.583333	0.583333	1.000000	D	5	35
Unkown_motifs_m19	Unkown_motifs_m9	Unkown_motifs_m19	Unkown_motifs_m9	0.428372	0.230662	0.249884	0.374826	12	8	7	13	0.538462	0.583333	0.875000	D	5	37
Unkown_motifs_m19	Unkown_motifs_m10	Unkown_motifs_m19	Unkown_motifs_m10	0.458455	0.261974	0.305636	0.366764	12	10	8	14	0.571429	0.666667	0.800000	D	4	41
Unkown_motifs_m19	Unkown_motifs_m11	Unkown_motifs_m19	Unkown_motifs_m11	0.805723	0.738579	0.738579	0.805723	12	11	11	12	0.916667	0.916667	1.000000	D	1	43
Unkown_motifs_m19	Unkown_motifs_m12	Unkown_motifs_m19	Unkown_motifs_m12	0.876442	0.730368	0.730368	0.876442	12	10	10	12	0.833333	0.833333	1.000000	D	2	41
Unkown_motifs_m19	Unkown_motifs_m13	Unkown_motifs_m19	Unkown_motifs_m13	0.799363	0.639491	0.799363	0.639491	12	15	12	15	0.800000	1.000000	0.800000	D	0	51
Unkown_motifs_m19	Unkown_motifs_m14	Unkown_motifs_m19	Unkown_motifs_m14	0.921296	0.767747	0.767747	0.921296	12	10	10	12	0.833333	0.833333	1.000000	D	2	41
Unkown_motifs_m19	Unkown_motifs_m15	Unkown_motifs_m19	Unkown_motifs_m15	0.892614	0.743845	0.743845	0.892614	12	10	10	12	0.833333	0.833333	1.000000	D	2	41
Unkown_motifs_m19	Unkown_motifs_m16	Unkown_motifs_m19	Unkown_motifs_m16	0.834308	0.764783	0.764783	0.834308	12	11	11	12	0.916667	0.916667	1.000000	D	1	43
Unkown_motifs_m19	Unkown_motifs_m17	Unkown_motifs_m19	Unkown_motifs_m17	0.297249	0.222937	0.222937	0.297249	12	9	9	12	0.750000	0.750000	1.000000	R	3	39
Unkown_motifs_m19	Unkown_motifs_m18	Unkown_motifs_m19	Unkown_motifs_m18	0.444611	0.239406	0.259356	0.389034	12	8	7	13	0.538462	0.583333	0.875000	R	5	37
Unkown_motifs_m19	Unkown_motifs_m19	Unkown_motifs_m19	Unkown_motifs_m19	1.000000	1.000000	1.000000	1.000000	12	12	12	12	1.000000	1.000000	1.000000	D	0	45
Unkown_motifs_m19	Unkown_motifs_m20	Unkown_motifs_m19	Unkown_motifs_m20	0.431597	0.230185	0.287731	0.313889	12	11	8	15	0.533333	0.666667	0.727273	R	4	43
Unkown_motifs_m19	Unkown_motifs_m21	Unkown_motifs_m19	Unkown_motifs_m21	0.317427	0.181387	0.317427	0.181387	12	21	12	21	0.571429	1.000000	0.571429	D	-5	63
Unkown_motifs_m19	Unkown_motifs_m22	Unkown_motifs_m19	Unkown_motifs_m22	0.325803	0.186173	0.325803	0.186173	12	21	12	21	0.571429	1.000000	0.571429	D	-6	63
Unkown_motifs_m19	Unkown_motifs_m23	Unkown_motifs_m19	Unkown_motifs_m23	0.492770	0.260878	0.369577	0.316781	12	14	9	17	0.529412	0.750000	0.642857	D	-5	49
Unkown_motifs_m19	Unkown_motifs_m24	Unkown_motifs_m19	Unkown_motifs_m24	0.309929	0.247943	0.309929	0.247943	12	15	12	15	0.800000	1.000000	0.800000	D	-2	51
Unkown_motifs_m19	Unkown_motifs_m25	Unkown_motifs_m19	Unkown_motifs_m25	0.315231	0.236423	0.315231	0.236423	12	16	12	16	0.750000	1.000000	0.750000	D	-2	53
Unkown_motifs_m19	Unkown_motifs_m26	Unkown_motifs_m19	Unkown_motifs_m26	0.401677	0.236281	0.334731	0.267785	12	15	10	17	0.588235	0.833333	0.666667	D	-5	51
Unkown_motifs_m19	Unkown_motifs_m27	Unkown_motifs_m19	Unkown_motifs_m27	0.349648	0.240383	0.320510	0.256408	12	15	11	16	0.687500	0.916667	0.733333	D	-4	51
Unkown_motifs_m19	Unkown_motifs_m28	Unkown_motifs_m19	Unkown_motifs_m28	0.327641	0.245731	0.327641	0.245731	12	16	12	16	0.750000	1.000000	0.750000	D	-4	53
Unkown_motifs_m19	Unkown_motifs_m29	Unkown_motifs_m19	Unkown_motifs_m29	0.306983	0.139538	0.255819	0.153491	12	20	10	22	0.454545	0.833333	0.500000	D	2	61
Unkown_motifs_m19	Unkown_motifs_m30	Unkown_motifs_m19	Unkown_motifs_m30	0.307803	0.192377	0.256503	0.219860	12	14	10	16	0.625000	0.833333	0.714286	D	2	49
Unkown_motifs_m19	Unkown_motifs_m31	Unkown_motifs_m19	Unkown_motifs_m31	0.356797	0.170642	0.327064	0.178398	12	22	11	23	0.478261	0.916667	0.500000	D	1	65
Unkown_motifs_m19	Unkown_motifs_m32	Unkown_motifs_m19	Unkown_motifs_m32	0.306862	0.175350	0.306862	0.175350	12	21	12	21	0.571429	1.000000	0.571429	R	-5	63
Unkown_motifs_m19	Unkown_motifs_m33	Unkown_motifs_m19	Unkown_motifs_m33	0.306434	0.245147	0.306434	0.245147	12	15	12	15	0.800000	1.000000	0.800000	D	-3	51
Unkown_motifs_m20	Unkown_motifs_m1	Unkown_motifs_m20	Unkown_motifs_m1	0.337005	0.207388	0.245095	0.269604	11	10	8	13	0.615385	0.727273	0.800000	R	3	39
Unkown_motifs_m20	Unkown_motifs_m2	Unkown_motifs_m20	Unkown_motifs_m2	0.892416	0.649029	0.649029	0.892416	11	8	8	11	0.727273	0.727273	1.000000	D	2	35
Unkown_motifs_m20	Unkown_motifs_m3	Unkown_motifs_m20	Unkown_motifs_m3	0.866908	0.630479	0.630479	0.866908	11	8	8	11	0.727273	0.727273	1.000000	D	2	35
Unkown_motifs_m20	Unkown_motifs_m4	Unkown_motifs_m20	Unkown_motifs_m4	0.360560	0.233304	0.360560	0.233304	11	17	11	17	0.647059	1.000000	0.647059	D	-4	53
Unkown_motifs_m20	Unkown_motifs_m5	Unkown_motifs_m20	Unkown_motifs_m5	0.402500	0.214667	0.292727	0.268333	11	12	8	15	0.533333	0.727273	0.666667	R	3	43
Unkown_motifs_m20	Unkown_motifs_m6	Unkown_motifs_m20	Unkown_motifs_m6	0.805312	0.732101	0.732101	0.805312	11	10	10	11	0.909091	0.909091	1.000000	R	1	39
Unkown_motifs_m20	Unkown_motifs_m7	Unkown_motifs_m20	Unkown_motifs_m7	0.876052	0.637129	0.637129	0.876052	11	8	8	11	0.727273	0.727273	1.000000	D	2	35
Unkown_motifs_m20	Unkown_motifs_m8	Unkown_motifs_m20	Unkown_motifs_m8	0.776790	0.494321	0.494321	0.776790	11	7	7	11	0.636364	0.636364	1.000000	R	4	33
Unkown_motifs_m20	Unkown_motifs_m9	Unkown_motifs_m20	Unkown_motifs_m9	0.877211	0.637971	0.637971	0.877211	11	8	8	11	0.727273	0.727273	1.000000	D	2	35
Unkown_motifs_m20	Unkown_motifs_m10	Unkown_motifs_m20	Unkown_motifs_m10	0.814282	0.740257	0.740257	0.814282	11	10	10	11	0.909091	0.909091	1.000000	R	1	39
Unkown_motifs_m20	Unkown_motifs_m11	Unkown_motifs_m20	Unkown_motifs_m11	0.554362	0.258702	0.352776	0.352776	11	11	7	15	0.466667	0.636364	0.636364	R	4	41
